SYMBOL_NAME,Description,Sector,ISIN,SECURITY_ID,Status,UNDERLYING_SYMBOL,EXCHANGE,SEGMENT,INSTRUMENT_TYPE,SERIES,LOT_SIZE
NIKITA,Nikita Greentech Recycling Limited,Process industries,INE0FLF01015,758181.0,MATCHED,NIKITA,BSE,E,EQUITY,NT,1200.0
MAWANASUG,Mawana Sugars Limited,Consumer non-durables,INE636A01039,17022.0,MATCHED,MAWANASUG,BSE,E,EQUITY,B,1.0
LYKALABS,Lyka Labs Limited,Health technology,INE933A01014,2028.0,MATCHED,LYKALABS,BSE,E,EQUITY,B,1.0
SSDL,Saraswati Saree Depot Limited,Distribution services,INE0PQ101010,24856.0,MATCHED,SSDL,BSE,E,EQUITY,B,1.0
ZIMLAB,Zim Laboratories Ltd.,Health technology,INE518E01015,12384.0,MATCHED,ZIMLAB,BSE,E,EQUITY,B,1.0
SMSLIFE,SMS Lifesciences India Ltd.,Health technology,INE320X01016,21551.0,MATCHED,SMSLIFE,BSE,E,EQUITY,B,1.0
SPUNWEB,Spunweb Nonwoven Limited,Process industries,INE19QH01010,757865.0,MATCHED,SPUNWEB,BSE,E,EQUITY,NS,1200.0
NIPPOBATRY,Indo National Limited,Producer manufacturing,INE567A01028,6782.0,MATCHED,NIPPOBATRY,BSE,E,EQUITY,B,1.0
AVG,AVG Logistics Ltd.,Transportation,INE680Z01018,15589.0,MATCHED,AVG,BSE,E,EQUITY,B,1.0
VARDHACRLC,Vardhman Acrylics Ltd.,Consumer non-durables,INE116G01013,11220.0,MATCHED,VARDHACRLC,BSE,E,EQUITY,NS,1.0
SINTERCOM,Sintercom India Ltd.,Producer manufacturing,INE129Z01016,381.0,MATCHED,SINTERCOM,BSE,E,EQUITY,NS,1.0
SYSTANGO,Systango Technologies Limited,Technology services,INE0O7R01011,14506.0,MATCHED,SYSTANGO,BSE,E,EQUITY,NS,400.0
AMCL,ANB Metal Cast Limited,Non-energy minerals,INE0VG001016,758430.0,MATCHED,AMCL,BSE,E,EQUITY,NT,800.0
JAINAM,Jainam Ferro Alloys (I) Ltd.,Producer manufacturing,INE02KC01010,6012.0,MATCHED,JAINAM,BSE,E,EQUITY,NS,500.0
PUSHPA,Pushpa Jewellers Limited,Consumer durables,INE154801018,757683.0,MATCHED,PUSHPA,BSE,E,EQUITY,NS,1000.0
SUPREME,Supreme Holdings & Hospitality (India) Limited,Finance,INE822E01011,29439.0,MATCHED,SUPREME,BSE,E,EQUITY,B,1.0
GOYALSALT,Goyal Salt Limited,Consumer non-durables,INE0QFE01017,19356.0,MATCHED,GOYALSALT,BSE,E,EQUITY,NS,600.0
HITECHCORP,Hitech Corporation Ltd,Producer manufacturing,INE120D01012,15161.0,MATCHED,HITECHCORP,BSE,E,EQUITY,B,1.0
FELIX,Felix Industries Ltd,Industrial services,INE901X01013,573.0,MATCHED,FELIX,BSE,E,EQUITY,NS,500.0
ASAHISONG,Asahi Songwon Colors Ltd.,Process industries,INE228I01012,25088.0,MATCHED,ASAHISONG,BSE,E,EQUITY,B,1.0
NATHBIOGEN,Nath Bio-Genes (India) Ltd.,Process industries,INE448G01010,11065.0,MATCHED,NATHBIOGEN,BSE,E,EQUITY,B,1.0
SHANKARA,Shankara Building Products Ltd.,Retail trade,INE274V01019,20321.0,MATCHED,SHANKARA,BSE,E,EQUITY,B,1.0
GLOBALVECT,Global Vectra Helicorp Limited,Industrial services,INE792H01019,13735.0,MATCHED,GLOBALVECT,BSE,E,EQUITY,B,1.0
YASHOPTICS,Yash Optics and Lens Limited,Health technology,INE0TO601017,23458.0,MATCHED,YASHOPTICS,BSE,E,EQUITY,NT,1600.0
OSIAHYPER,Osia Hyper Retail Limited,Retail trade,INE06IR01021,12643.0,MATCHED,OSIAHYPER,BSE,E,EQUITY,NT,1.0
ALANKIT,Alankit Limited,Technology services,INE914E01040,9921.0,MATCHED,ALANKIT,BSE,E,EQUITY,B,1.0
RVTH,Revathi Equipment India Ltd.,Industrial services,INE0DAB01012,25157.0,MATCHED,RVTH,BSE,E,EQUITY,B,1.0
BYKE,Byke Hospitality Ltd.,Consumer services,INE319B01014,7919.0,MATCHED,BYKE,BSE,E,EQUITY,B,1.0
GLOBAL,Global Education Ltd.,Commercial services,INE291W01037,1415.0,MATCHED,GLOBAL,BSE,E,EQUITY,NS,1.0
BHAGYANGR,Bhagyanagar India Limited,Producer manufacturing,INE458B01036,20799.0,MATCHED,BHAGYANGR,BSE,E,EQUITY,T,1.0
NECLIFE,Nectar Lifesciences Ltd.,Health technology,INE023H01027,11930.0,MATCHED,NECLIFE,BSE,E,EQUITY,T,1.0
SHEMAROO,Shemaroo Entertainment Ltd.,Consumer services,INE363M01019,5068.0,MATCHED,SHEMAROO,BSE,E,EQUITY,B,1.0
ELGIRUBCO,Elgi Rubber Company Limited,Producer manufacturing,INE819L01012,24928.0,MATCHED,ELGIRUBCO,BSE,E,EQUITY,NT,1.0
MODIRUBBER,Modi Rubber Limited,Consumer durables,INE832A01018,2229.0,MATCHED,MODIRUBBER,BSE,E,EQUITY,B,1.0
ARIHANTACA,Arihant Academy Ltd.,Commercial services,INE0NCC01015,13348.0,MATCHED,ARIHANTACA,BSE,E,EQUITY,NT,400.0
SHERA,Shera Energy Limited,Producer manufacturing,INE0MM001019,14172.0,MATCHED,SHERA,BSE,E,EQUITY,NS,1000.0
AFFORDABLE,Affordable Robotic & Automation Ltd.,Producer manufacturing,INE692Z01013,25855.0,MATCHED,AFFORDABLE,BSE,E,EQUITY,B,1.0
INTENTECH,Intense Technologies Limited,Technology services,INE781A01025,20077.0,MATCHED,INTENTECH,BSE,E,EQUITY,T,1.0
OMFREIGHT,Om Freight Forwarders Limited,Transportation,INE1BZC01019,759412.0,MATCHED,OMFREIGHT,BSE,E,EQUITY,B,1.0
SHREYANIND,Shreyans Industries Limited,Process industries,INE231C01019,3126.0,MATCHED,SHREYANIND,BSE,E,EQUITY,B,1.0
TCL,Thaai Casting Limited,Producer manufacturing,INE0QJL01014,22777.0,MATCHED,TCL,BSE,E,EQUITY,NS,800.0
TAKE,TAKE Solutions Limited,Technology services,INE142I01023,14920.0,MATCHED,TAKE,BSE,E,EQUITY,T,1.0
SOMATEX,Soma Textiles & Industries Ltd,Process industries,INE314C01013,9104.0,MATCHED,SOMATEX,BSE,E,EQUITY,T,1.0
UNIVPHOTO,Universus Photo Imagings Ltd,Consumer durables,INE03V001013,17659.0,MATCHED,UNIVPHOTO,BSE,E,EQUITY,B,1.0
PIGL,Power & Instrumentation (Gujarat) Ltd.,Industrial services,INE557Z01018,15730.0,MATCHED,PIGL,BSE,E,EQUITY,T,1.0
VIPCLOTHNG,VIP Clothing Limited,Consumer non-durables,INE450G01024,14843.0,MATCHED,VIPCLOTHNG,BSE,E,EQUITY,B,1.0
ALMONDZ,Almondz Global Securities Limited,Finance,INE326B01035,16719.0,MATCHED,ALMONDZ,BSE,E,EQUITY,B,1.0
DCMNVL,DCM Nouvelle Ltd.,Process industries,INE08KP01019,11039.0,MATCHED,DCMNVL,BSE,E,EQUITY,B,1.0
SUNDRMBRAK,Sundaram Brake Linings Limited,Producer manufacturing,INE073D01013,4179.0,MATCHED,SUNDRMBRAK,BSE,E,EQUITY,B,1.0
AUTOIND,Autoline Industries Limited,Producer manufacturing,INE718H01014,14106.0,MATCHED,AUTOIND,BSE,E,EQUITY,B,1.0
MAXVOLT,Maxvolt Energy Industries Limited,Producer manufacturing,INE10A501018,29645.0,MATCHED,MAXVOLT,BSE,E,EQUITY,NS,800.0
GOLDTECH,AION-TECH Solutions Limited,Technology services,INE805A01014,9874.0,MATCHED,GOLDTECH,BSE,E,EQUITY,B,1.0
JEYYAM,Jeyyam Global Foods Limited,Consumer non-durables,INE0RXB01022,25150.0,MATCHED,JEYYAM,BSE,E,EQUITY,NT,2000.0
DUCOL,Ducol Organics & Colours Ltd.,Process industries,INE0LZO01015,13766.0,MATCHED,DUCOL,BSE,E,EQUITY,NS,800.0
STARTECK,Starteck Finance Ltd.,Finance,INE992I01013,9305.0,MATCHED,STARTECK,BSE,E,EQUITY,B,1.0
NAGAFERT,Nagarjuna Fertilizers & Chemicals Ltd.,Process industries,INE454M01024,17295.0,MATCHED,NAGAFERT,BSE,E,EQUITY,B,1.0
PODDARMENT,Poddar Pigments Limited,Process industries,INE371C01013,19036.0,MATCHED,PODDARMENT,BSE,E,EQUITY,B,1.0
SADHNANIQ,Sadhana Nitro Chem Limited,Process industries,INE888C01040,15349.0,MATCHED,SADHNANIQ,BSE,E,EQUITY,T,1.0
ENVIRO,Envirotech Systems Limited,Producer manufacturing,INE0SUH01015,25412.0,MATCHED,ENVIRO,BSE,E,EQUITY,NS,1000.0
KRISHCA,Krishca Strapping Solutions Ltd.,Producer manufacturing,INE0NR701018,16133.0,MATCHED,KRISHCA,BSE,E,EQUITY,NS,500.0
CURRENT,Current Infraprojects Limited,Industrial services,INE1CRQ01014,758964.0,MATCHED,CURRENT,BSE,E,EQUITY,NS,1600.0
DJML,DJ Mediaprint & Logistics Ltd,Commercial services,INE0B1K01014,12749.0,MATCHED,DJML,BSE,E,EQUITY,B,1.0
SAVY,Savy Infra and Logistics Limited,Industrial services,INE0UCN01017,757704.0,MATCHED,SAVY,BSE,E,EQUITY,NS,1200.0
AXITA,Axita Cotton Ltd.,Process industries,INE02EZ01022,9902.0,MATCHED,AXITA,BSE,E,EQUITY,B,1.0
NURECA,Nureca Ltd.,Health technology,INE0DSF01015,2350.0,MATCHED,NURECA,BSE,E,EQUITY,B,1.0
UCAL,UCAL Limited,Producer manufacturing,INE139B01016,3570.0,MATCHED,UCAL,BSE,E,EQUITY,B,1.0
AIRAN,Airan Ltd.,Technology services,INE645W01026,9897.0,MATCHED,AIRAN,BSE,E,EQUITY,B,1.0
VIRINCHI,Virinchi Ltd.,Technology services,INE539B01017,15304.0,MATCHED,VIRINCHI,BSE,E,EQUITY,T,1.0
DIAMINESQ,Diamines & Chemicals Ltd.,Process industries,INE591D01014,18644.0,MATCHED,DIAMINESQ,BSE,E,EQUITY,B,1.0
CINELINE,Cineline India Limited,Consumer services,INE704H01022,27161.0,MATCHED,CINELINE,BSE,E,EQUITY,B,1.0
TREJHARA,Trejhara Solutions Ltd.,Technology services,INE00CA01015,7518.0,MATCHED,TREJHARA,BSE,E,EQUITY,B,1.0
SURANAT&P,Surana Telecom & Power Ltd.,Distribution services,INE130B01031,10700.0,MATCHED,SURANAT&P,BSE,E,EQUITY,B,1.0
PILITA,PIL Italica Lifestyle Limited,Producer manufacturing,INE600A01035,30835.0,MATCHED,PILITA,BSE,E,EQUITY,B,1.0
RADIOCITY,Music Broadcast Ltd.,Consumer services,INE919I01024,19877.0,MATCHED,RADIOCITY,BSE,E,EQUITY,B,1.0
SAHYADRI,Sahyadri Industries Limited.,Non-energy minerals,INE280H01015,14900.0,MATCHED,SAHYADRI,BSE,E,EQUITY,B,1.0
KCK,KCK Industries Limited,Process industries,INE0J1E01027,10296.0,MATCHED,KCK,BSE,E,EQUITY,NT,2500.0
VSTL,Vibhor Steel Tubes Ltd.,Non-energy minerals,INE0QTF01015,22730.0,MATCHED,VSTL,BSE,E,EQUITY,B,1.0
ECOLINE,Ecoline Exim Limited,Consumer durables,INE0VBS01016,759961.0,MATCHED,ECOLINE,BSE,E,EQUITY,NS,1000.0
NDLVENTURE,NDL Ventures Ltd,Consumer services,INE353A01023,14550.0,MATCHED,NDLVENTURE,BSE,E,EQUITY,T,1.0
UYFINCORP,U. Y. Fincorp Limited,Finance,INE152C01025,25626.0,MATCHED,UYFINCORP,BSE,E,EQUITY,B,1.0
A2ZINFRA,A2Z Infra Engineering Limited,Industrial services,INE619I01012,20910.0,MATCHED,A2ZINFRA,BSE,E,EQUITY,T,1.0
DHARAN,Dharan Infra-EPC Ltd,Finance,INE278R01034,759203.0,MATCHED,DHARAN,BSE,E,EQUITY,Z,1.0
CCHHL,Country Club Hospitality & Holidays Limited,Consumer services,INE652F01027,6385.0,MATCHED,CCHHL,BSE,E,EQUITY,B,1.0
KALYANIFRG,Kalyani Forge Limited,Producer manufacturing,INE314G01014,15156.0,MATCHED,KALYANIFRG,BSE,E,EQUITY,B,1.0
ANYA,Anya Polytech & Fertilizers Limited,Process industries,INE0SI601032,28983.0,MATCHED,ANYA,BSE,E,EQUITY,NS,5000.0
GSMFOILS,GSM Foils Ltd,Non-energy minerals,INE0SQY01018,23888.0,MATCHED,GSMFOILS,BSE,E,EQUITY,NS,1000.0
ESCONET,Esconet Technologies Limited,Technology services,INE0RQZ01017,22764.0,MATCHED,ESCONET,BSE,E,EQUITY,NS,400.0
SATKARTAR,Sat Kartar Shopping Ltd,Health technology,INE0NB801022,29151.0,MATCHED,SATKARTAR,BSE,E,EQUITY,NS,800.0
ZEELEARN,Zee Learn Limited,Consumer services,INE565L01011,20852.0,MATCHED,ZEELEARN,BSE,E,EQUITY,B,1.0
PRATHAM,Pratham EPC Projects Ltd.,Industrial services,INE0QA601016,23113.0,MATCHED,PRATHAM,BSE,E,EQUITY,NS,400.0
JAYSREETEA,Jay Shree Tea & Industries Ltd.,Process industries,INE364A01020,1720.0,MATCHED,JAYSREETEA,BSE,E,EQUITY,B,1.0
TRANSTEEL,Transteel Seating Technologies Limited,Producer manufacturing,INE0NVI01020,19801.0,MATCHED,TRANSTEEL,BSE,E,EQUITY,NS,2000.0
UFO,UFO Moviez India Ltd.,Consumer services,INE527H01019,9039.0,MATCHED,UFO,BSE,E,EQUITY,B,1.0
POSITRON,Positron Energy Limited,Utilities,INE0S3H01017,24864.0,MATCHED,POSITRON,BSE,E,EQUITY,NS,300.0
URAVIDEF,Uravi Defence and Technology Limited,Producer manufacturing,INE568Z01015,17071.0,MATCHED,URAVIDEF,BSE,E,EQUITY,B,1.0
ELGNZ,Eleganz Interiors Ltd.,Industrial services,INE0R9101015,29595.0,MATCHED,ELGNZ,BSE,E,EQUITY,NS,1000.0
SUPREMEINF,Supreme Infrastructure India Limited,Industrial services,INE550H01011,13419.0,MATCHED,SUPREMEINF,BSE,E,EQUITY,Z,1.0
AGARWALTUF,Agarwal Toughened Glass India Limited,Process industries,INE0P8X01016,27309.0,MATCHED,AGARWALTUF,BSE,E,EQUITY,NS,1200.0
OMAXAUTO,Omax Autos Limited,Producer manufacturing,INE090B01011,14125.0,MATCHED,OMAXAUTO,BSE,E,EQUITY,T,1.0
PRITIKAUTO,Pritika Auto Industries Ltd,Producer manufacturing,INE583R01029,5292.0,MATCHED,PRITIKAUTO,BSE,E,EQUITY,B,1.0
UNIVASTU,Univastu India Ltd.,Industrial services,INE562X01013,18977.0,MATCHED,UNIVASTU,BSE,E,EQUITY,NS,1.0
GILLANDERS,Gillanders Arbuthnot & Co. Ltd.,Consumer non-durables,INE047B01011,17839.0,MATCHED,GILLANDERS,BSE,E,EQUITY,B,1.0
SALSTEEL,S.A.L. Steel Ltd.,Non-energy minerals,INE658G01014,11637.0,MATCHED,SALSTEEL,BSE,E,EQUITY,T,1.0
TTL,T T Limited,Process industries,INE592B01024,14314.0,MATCHED,TTL,BSE,E,EQUITY,B,1.0
ACTIVEINFR,Active Infrastructures Limited,Industrial services,INE0KLO01025,30464.0,MATCHED,ACTIVEINFR,BSE,E,EQUITY,NS,600.0
VLEGOV,VL E-Governance & IT Solutions Ltd.,Technology services,INE03HW01020,18012.0,MATCHED,VLEGOV,BSE,E,EQUITY,B,1.0
ATALREAL,Atal Realtech Limited,Consumer durables,INE0ALR01029,15649.0,MATCHED,ATALREAL,BSE,E,EQUITY,B,1.0
DUGLOBAL,Dudigital Global Limited.,Commercial services,INE0HPK01020,5457.0,MATCHED,DUGLOBAL,BSE,E,EQUITY,NS,2500.0
STARPAPER,Star Paper Mills Ltd.,Process industries,INE733A01018,3291.0,MATCHED,STARPAPER,BSE,E,EQUITY,B,1.0
KCEIL,Kay Cee Energy & Infra Limited,Industrial services,INE0RCG01017,21173.0,MATCHED,KCEIL,BSE,E,EQUITY,NS,500.0
MKPL,M K Proteins Limited,Process industries,INE964W01021,16736.0,MATCHED,MKPL,BSE,E,EQUITY,B,1.0
HVAX,HVAX Technologies Ltd.,Producer manufacturing,INE0TO501019,25708.0,MATCHED,HVAX,BSE,E,EQUITY,NS,300.0
SPCL,Shivalic Power Control Limited,Producer manufacturing,INE0T7B01010,24249.0,MATCHED,SPCL,BSE,E,EQUITY,NS,600.0
AHLEAST,Asian Hotels (East) Limited,Consumer services,INE926K01017,19438.0,MATCHED,AHLEAST,BSE,E,EQUITY,B,1.0
RBS,Ramdevbaba Solvent Limited,Process industries,INE0RJH01010,23565.0,MATCHED,RBS,BSE,E,EQUITY,NS,1600.0
SETCO,Setco Automotive Limited,Producer manufacturing,INE878E01021,17514.0,MATCHED,SETCO,BSE,E,EQUITY,B,1.0
ZODIACLOTH,Zodiac Clothing Company Limited,Consumer non-durables,INE206B01013,3821.0,MATCHED,ZODIACLOTH,BSE,E,EQUITY,B,1.0
PURVFLEXI,Purv Flexipack Ltd,Distribution services,INE0R6C01012,22942.0,MATCHED,PURVFLEXI,BSE,E,EQUITY,NT,800.0
MEGASTAR,Megastar Foods Ltd.,Process industries,INE00EM01016,8153.0,MATCHED,MEGASTAR,BSE,E,EQUITY,B,1.0
REPL,Rudrabhishek Enterprises Ltd.,Industrial services,INE364Z01019,1480.0,MATCHED,REPL,BSE,E,EQUITY,NS,1.0
KAMOPAINTS,Kamdhenu Ventures Ltd.,Process industries,INE0BTI01037,13814.0,MATCHED,KAMOPAINTS,BSE,E,EQUITY,B,1.0
KMSUGAR,K.M. Sugar Mills Ltd.,Process industries,INE157H01023,14667.0,MATCHED,KMSUGAR,BSE,E,EQUITY,B,1.0
MURUDCERA,Murudeshwar Ceramics Limited,Producer manufacturing,INE692B01014,2313.0,MATCHED,MURUDCERA,BSE,E,EQUITY,B,1.0
DRCSYSTEMS,DRC Systems India Limited,Technology services,INE03RS01027,2645.0,MATCHED,DRCSYSTEMS,BSE,E,EQUITY,B,1.0
IPSL,Integrated Personnel Services Ltd.,Commercial services,INE02EE01019,11903.0,MATCHED,IPSL,BSE,E,EQUITY,NS,500.0
WORTHPERI,Worth Peripherals Ltd.,Process industries,INE196Y01018,22277.0,MATCHED,WORTHPERI,BSE,E,EQUITY,B,1.0
NAVKARURB,Navkar Urbanstructure Limited,Non-energy minerals,INE268H01044,29149.0,MATCHED,NAVKARURB,BSE,E,EQUITY,T,1.0
KOTARISUG,Kothari Sugars & Chemicals Ltd.,Process industries,INE419A01022,11647.0,MATCHED,KOTARISUG,BSE,E,EQUITY,NS,1.0
CUDML,Cash Ur Drive Marketing Limited,Commercial services,INE0WL201014,758129.0,MATCHED,CUDML,BSE,E,EQUITY,NS,1000.0
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,Electronic technology,INE641C01019,15248.0,MATCHED,KAVDEFENCE,BSE,E,EQUITY,T,1.0
COASTCORP,Coastal Corporation Limited,Transportation,INE377E01024,6006.0,MATCHED,COASTCORP,BSE,E,EQUITY,B,1.0
SHAH,Shah Metacorp Ltd,Non-energy minerals,INE482J01021,20296.0,MATCHED,SHAH,BSE,E,EQUITY,B,1.0
ETML,Emerald Tyre Manufacturers Ltd.,Consumer durables,INE0RHD01013,27629.0,MATCHED,ETML,BSE,E,EQUITY,NS,1200.0
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Ltd.,Health technology,INE198H01019,5248.0,MATCHED,AAREYDRUGS,BSE,E,EQUITY,T,1.0
UNIHEALTH,Unihealth Hospitals Ltd,Health services,INE0PRF01011,18582.0,MATCHED,UNIHEALTH,BSE,E,EQUITY,NS,1000.0
INDOUS,Indo US Bio-Tech Ltd.,Process industries,INE250Z01010,25503.0,MATCHED,INDOUS,BSE,E,EQUITY,B,1.0
LOTUSEYE,Lotus Eye Hospital And Institute Ltd,Health services,INE947I01017,16811.0,MATCHED,LOTUSEYE,BSE,E,EQUITY,T,1.0
CHAVDA,Chavda Infra Limited,Consumer durables,INE0PT101017,18654.0,MATCHED,CHAVDA,BSE,E,EQUITY,NS,1000.0
CENTEXT,Century Extrusions Ltd,Producer manufacturing,INE281A01026,11512.0,MATCHED,CENTEXT,BSE,E,EQUITY,T,1.0
IVC,IL&FS Investment Managers Ltd.,Finance,INE050B01023,6711.0,MATCHED,IVC,BSE,E,EQUITY,B,1.0
ANLON,Anlon Technology Solutions Limited,Distribution services,INE0LR101013,13657.0,MATCHED,ANLON,BSE,E,EQUITY,NS,400.0
SAKHTISUG,Sakthi Sugars Limited,Process industries,INE623A01011,2969.0,MATCHED,SAKHTISUG,BSE,E,EQUITY,B,1.0
GENCON,Generic Engineering Construction & Projects Ltd.,Industrial services,INE854S01022,2188.0,MATCHED,GENCON,BSE,E,EQUITY,B,1.0
SCPL,Sheetal Cool Products Ltd.,Consumer non-durables,INE501Y01019,12072.0,MATCHED,SCPL,BSE,E,EQUITY,B,1.0
PONNIERODE,Ponni Sugars (Erode) Ltd.,Process industries,INE838E01017,10661.0,MATCHED,PONNIERODE,BSE,E,EQUITY,B,1.0
TRIGYN,Trigyn Technologies Limited,Technology services,INE948A01012,7366.0,MATCHED,TRIGYN,BSE,E,EQUITY,T,1.0
FIDEL,Fidel Softech Ltd.,Technology services,INE0LQQ01019,9858.0,MATCHED,FIDEL,BSE,E,EQUITY,NS,1000.0
GRCL,Gayatri Rubbers & Chemicals Ltd.,Producer manufacturing,INE0LVM01018,14052.0,MATCHED,GRCL,BSE,E,EQUITY,NS,250.0
PRAXIS,Praxis Home Retail Ltd.,Retail trade,INE546Y01022,1216.0,MATCHED,PRAXIS,BSE,E,EQUITY,T,1.0
AARADHYA,Aaradhya Disposal Industries Limited,Process industries,INE124401014,758216.0,MATCHED,AARADHYA,BSE,E,EQUITY,NT,1200.0
SHIVATEX,Shiva Texyarn Limited,Process industries,INE705C01020,804.0,MATCHED,SHIVATEX,BSE,E,EQUITY,B,1.0
UNITEDTEA,United Nilgiri Tea Estates Co. Ltd.,Consumer non-durables,INE458F01011,17999.0,MATCHED,UNITEDTEA,BSE,E,EQUITY,NS,1.0
ABAN,Aban Offshore Limited,Industrial services,INE421A01028,7759.0,MATCHED,ABAN,BSE,E,EQUITY,T,1.0
CORDSCABLE,Cords Cable Industries Limited,Producer manufacturing,INE792I01017,15271.0,MATCHED,CORDSCABLE,BSE,E,EQUITY,B,1.0
EMAPARTNER,Ema Partners India Limited,Commercial services,INE0ZOL01023,29229.0,MATCHED,EMAPARTNER,BSE,E,EQUITY,NS,1000.0
SHIVASHRIT,Shivashrit Foods Limited,Consumer non-durables,INE1DLF01018,758744.0,MATCHED,SHIVASHRIT,BSE,E,EQUITY,NS,1000.0
PRITIKA,Pritika Engineering Components Ltd.,Producer manufacturing,INE0MJQ01020,12971.0,MATCHED,PRITIKA,BSE,E,EQUITY,NS,2000.0
TEAMGTY,Team India Guaranty Ltd,Finance,INE289C01025,11217.0,MATCHED,TEAMGTY,BSE,E,EQUITY,T,1.0
NATCAPSUQ,Natural Capsules Limited,Health technology,INE936B01015,29588.0,MATCHED,NATCAPSUQ,BSE,E,EQUITY,T,1.0
EXCEL,Excel Realty N Infra Ltd,Commercial services,INE688J01023,17380.0,MATCHED,EXCEL,BSE,E,EQUITY,T,1.0
SPECTSTM,Spectrum Talent Management Limited,Commercial services,INE0OL001018,16876.0,MATCHED,SPECTSTM,BSE,E,EQUITY,NS,800.0
ASCOM,Ascom Leasing & Investments Ltd.,Finance,INE08KD01015,15030.0,MATCHED,ASCOM,BSE,E,EQUITY,NT,500.0
CHEMBOND,Chembond Material Technologies Limited,Process industries,INE995D01025,14618.0,MATCHED,CHEMBOND,BSE,E,EQUITY,B,1.0
LAWSIKHO,Addictive Learning Technology Ltd.,Technology services,INE0RDH01021,22468.0,MATCHED,LAWSIKHO,BSE,E,EQUITY,NS,500.0
PKTEA,Peria Karamalai Tea & Produce Co. Ltd.,Process industries,INE431F01018,10318.0,MATCHED,PKTEA,BSE,E,EQUITY,NT,1.0
KRITIKA,Kritika Wires Limited,Producer manufacturing,INE00Z501029,9288.0,MATCHED,KRITIKA,BSE,E,EQUITY,NS,1.0
EEPL,Eppeltone Engineers Limited,Producer manufacturing,INE11HF01010,758346.0,MATCHED,EEPL,BSE,E,EQUITY,NS,1000.0
ANIKINDS,Anik Industries Limited,Distribution services,INE087B01017,16657.0,MATCHED,ANIKINDS,BSE,E,EQUITY,B,1.0
SHUBHSHREE,Shubhshree Biofuels Energy Ltd.,Process industries,INE0UL701015,25240.0,MATCHED,SHUBHSHREE,BSE,E,EQUITY,NS,600.0
MHLXMIRU,Mahalaxmi Rubtech Ltd,Process industries,INE112D01035,7886.0,MATCHED,MHLXMIRU,BSE,E,EQUITY,B,1.0
ALUWIND,Aluwind Infra-Tech Ltd,Producer manufacturing,INE0STM01017,23474.0,MATCHED,ALUWIND,BSE,E,EQUITY,NS,1500.0
VETO,Veto Switchgears & Cables Ltd.,Producer manufacturing,INE918N01018,8652.0,MATCHED,VETO,BSE,E,EQUITY,B,1.0
USASEEDS,Upsurge Seeds of Agriculture Ltd.,Process industries,INE0CBM01019,10617.0,MATCHED,USASEEDS,BSE,E,EQUITY,NT,428.0
RANASUG,Rana Sugars Limited,Process industries,INE625B01014,2837.0,MATCHED,RANASUG,BSE,E,EQUITY,B,1.0
SAWALIYA,Sawaliya Food Products Limited,Consumer non-durables,INE10VS01016,758444.0,MATCHED,SAWALIYA,BSE,E,EQUITY,NS,1200.0
AMJLAND,AMJ Land Holdings Ltd.,Finance,INE606A01024,2598.0,MATCHED,AMJLAND,BSE,E,EQUITY,B,1.0
PLAZACABLE,Plaza Wires Limited,Producer manufacturing,INE0INJ01017,19458.0,MATCHED,PLAZACABLE,BSE,E,EQUITY,B,1.0
INCREDIBLE,Incredible Industries Limited,Non-energy minerals,INE452L01012,17507.0,MATCHED,INCREDIBLE,BSE,E,EQUITY,B,1.0
KATARIA,Kataria Industries Limited,Producer manufacturing,INE0SVY01018,24528.0,MATCHED,KATARIA,BSE,E,EQUITY,NS,600.0
DEVIT,Dev Information Technology Ltd,Technology services,INE060X01034,8146.0,MATCHED,DEVIT,BSE,E,EQUITY,B,1.0
AKSHARCHEM,AksharChem India Ltd.,Process industries,INE542B01011,20178.0,MATCHED,AKSHARCHEM,BSE,E,EQUITY,B,1.0
SDREAMS,S D Retail Limited,Consumer non-durables,INE0X6F01017,25528.0,MATCHED,SDREAMS,BSE,E,EQUITY,NS,1000.0
SIKKO,Sikko Industries Ltd.,Process industries,INE112X01017,6218.0,MATCHED,SIKKO,BSE,E,EQUITY,NS,1.0
DESTINY,Destiny Logistics & Infra Limited,Transportation,INE0IGO01011,6087.0,MATCHED,DESTINY,BSE,E,EQUITY,NS,1500.0
RAJTV,Raj Television Network Limited,Consumer services,INE952H01027,14403.0,MATCHED,RAJTV,BSE,E,EQUITY,B,1.0
CURAA,Cura Technologies Limited,Technology services,INE117B01020,30191.0,MATCHED,CURAA,BSE,E,EQUITY,T,1.0
BASML,Bannari Amman Spinning Mills Limited,Process industries,INE186H01022,12034.0,MATCHED,BASML,BSE,E,EQUITY,B,1.0
WINSOL,Winsol Engineers Limited,Industrial services,INE0S3D01016,23714.0,MATCHED,WINSOL,BSE,E,EQUITY,NS,400.0
EQUIPPP,Equippp Social Impact Technologies Limited,Technology services,INE217G01035,3553.0,MATCHED,EQUIPPP,BSE,E,EQUITY,T,1.0
JMA,Jullundur Motor Agency (Delhi) Ltd,Producer manufacturing,INE412C01023,7109.0,MATCHED,JMA,BSE,E,EQUITY,NS,1.0
NITIRAJ,Nitiraj Engineers Ltd.,Electronic technology,INE439T01012,3247.0,MATCHED,NITIRAJ,BSE,E,EQUITY,NS,1.0
